"Theta [deg]","dB(RealizedGainTotal) [] - Freq='0.5GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='0.6GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='0.7GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='0.8GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='0.9GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='1GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='1.1GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='1.2GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='1.3GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='1.4GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='1.5GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='1.6GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='1.7GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='1.8GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='1.9GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='2GHz' Phi='0deg'"
0,9.94758502316868,9.91704995110651,9.84343033960413,9.87556434679079,9.87207854731391,9.93074839984116,9.94502480070203,9.9307863122608,9.9840178722637,9.88691111393333,9.74821698744021,9.97825706511303,9.66890894806445,9.95472346296826,9.50350691434421,9.82865361875108
2,9.93803019673146,9.90670053429231,9.82323091498823,9.82934095866809,9.8337564418273,9.93609091869218,9.9220043842771,9.91702164018971,9.96584026970639,9.88207758240651,9.74471010854269,9.97564417012217,9.64784646339585,9.93932545709081,9.49403690838069,9.81267383801703
4,9.90754711635245,9.87490970783397,9.78244059753923,9.76272799406609,9.77413862616243,9.9201969544386,9.87698129258241,9.8818283871649,9.92597897816016,9.85619122883389,9.7184850837846,9.95038960628171,9.60318663369524,9.90123445281258,9.46147064128257,9.77626325097774
6,9.85612872210042,9.82165970714176,9.7210957185248,9.67654893517632,9.69316098283039,9.88284483654109,9.80939119898954,9.82483257206681,9.86477908321998,9.80904636354084,9.66946734954003,9.90253032507184,9.53493560132208,9.84046631616035,9.40624271487411,9.71938383273765
8,9.7837210100803,9.74686781414123,9.63918040354155,9.57162205864439,9.59074021726281,9.82371962592928,9.71862602950296,9.74560451280731,9.78256873869858,9.7403295550441,9.59765152649378,9.8320816452265,9.44314158895481,9.75707300852459,9.32901732944435,9.64195306681337
10,9.6902235532028,9.65038579897054,9.53662928755177,9.44876613178914,9.46679540503032,9.74240471790813,9.60405204209399,9.64365940054829,9.67966203796333,9.64959978502351,9.50313000338562,9.73902728101293,9.32797916783665,9.65111136456162,9.23077792875672,9.54373385341447
12,9.57549001774984,9.53199915385577,9.41332921113615,9.30879841223835,9.3212697020289,9.63837514366469,9.46503184968972,9.51845794491209,9.55635840697319,9.53626598452231,9.3861236256642,9.62330793321814,9.18984123910703,9.52259893658464,9.11293121692285,9.42418712584014
14,9.43932867610383,9.39142610744722,9.26911970222914,9.15252255539425,9.15415138172786,9.51099334633593,9.300950532114,9.36940782597451,9.41293565472567,9.39956687977753,9.24700659107392,9.48481191107063,9.02942470891072,9.37146795346899,8.97740009743421,9.28231366223089
16,9.28150291686943,9.22831641770043,9.10379206974965,8.98070431588883,8.9654930123663,9.35950826349426,9.11124554211776,9.19586698676838,9.24963345298642,9.23855988426437,9.0863143925928,9.32337208416247,8.84778864027382,9.19753508345016,8.82665840745151,9.11653558586578
18,9.10173175352824,9.04224995067724,8.91708697098342,8.79403359015275,8.75542714731195,9.18305853246245,8.89543946204675,8.997150162234,9.06662407868615,9.0521272996379,8.90472097391118,9.13877317651529,8.64635776211163,9.00050843418576,8.66363911846817,8.92468902668923
20,8.89969033145948,8.83273506105684,8.70869036688315,8.59307246064399,8.5241764075701,8.98068052698057,8.65317378985665,8.77254039803092,8.86396803116386,8.83900881594778,8.7029706936261,8.93077115344539,8.42684433900527,8.78004899877278,8.49144259752848,8.70420198318494
22,8.67501043028484,8.59920679726401,8.47822785140655,8.3781904695228,8.27205535469455,8.75132171620018,8.38424083973636,8.52130753973636,8.64155391161968,8.59786859914008,8.48175422645632,8.6991215728222,8.1910734744595,8.53588687665078,8.31280389175559,8.45249926105456
24,8.42728095360219,8.3410249594805,8.22525743376255,8.14949025567351,7.99946119610484,8.49385949966862,8.08860960931917,8.24273558060204,8.39902486200189,8.32740246460536,8.24152698934494,8.44360640986514,7.94072507366878,8.26796225009446,8.12936188460851,8.16760126418156
26,8.15604839067788,8.05747204192729,7.94926096463049,7.90672867556607,7.70685028933472,8.20712521497928,7.76644026624873,7.93616009687551,8.1356977411417,8.02648518195448,7.98228450208921,8.16404057227499,7.67704713159226,7.97652449978269,7.94089327643642,7.8487750033367
28,7.86081722380783,7.74775109122216,7.64963452443843,7.64924020778276,7.39469780648332,7.88993245129841,7.41808104929679,7.60101549366558,7.85048546862511,7.69434945614708,7.7033288548418,7.86023348996398,7.4006351130715,7.66209800431536,7.74477135618727,7.4969893992818
30,7.54105023983835,7.41098350990729,7.32567822532289,7.37587036891001,7.063438972429,7.54110816156851,7.04404131893429,7.23688917623494,7.54183655031784,7.33077658036767,7.40307814195174,7.53188270609741,7.11138513088439,7.32523660612573,7.5359010538085,7.11488838007257
32,7.19616868345121,7.04620682807593,6.97658600653524,7.08492667150246,6.71339212182506,7.15952439902497,6.64493579134915,6.84357592668412,7.20770742967236,6.93626491999698,7.07897795612821,7.1783901310238,6.808688046218,6.96606338616701,7.3072248125758,6.70610924627841
34,6.82555216155252,6.65237245622216,6.60143611112376,6.77415317573311,6.34466640109179,6.74412788662203,6.22139817829739,6.42112088152359,6.84558186620117,6.5121285305993,6.72756370844432,6.79861911093927,6.49182887531463,6.58372425260242,7.05064131422217,6.27408935245414
36,6.42853817022165,6.228343419034,6.19918300378563,6.44073208670979,5.95706001024597,6.29396417164576,5.77396777259378,5.96983429340852,6.45254654554586,6.06046910310151,6.34469327978169,6.39064629716351,6.16041533015633,6.17601893570061,6.75796503194436,5.82092745368199
38,6.00442106525659,5.77289205321331,5.76865151083615,6.08131261158896,5.54995790726699,5.808192971471,5.3029595775608,5.49025725506019,6.02542403118693,5.58396787638323,5.92592792705241,5.95159254173724,5.81454059008404,5.73951344045669,6.42151035547511,5.3470981562912
40,5.55245023060771,5.28469763340041,5.30853392151413,5.69206409999634,5.1222401570687,5.28609166436035,4.80833608607935,4.98305725272472,5.56095429367607,5.08546948527188,5.4669979428092,5.47762318927989,5.45437100387334,5.27029804239868,6.03406129264036,4.85251412534688
42,5.07182711103021,4.76234387053731,4.817390678814,5.26874803838809,4.67221286124188,4.727044918935,4.28960458321444,4.44883894642022,5.0560061315738,4.56738234524593,4.96426153165959,4.96417705607513,5.07901470200415,4.76523720675879,5.58833658273807,4.33856190816905
44,4.56170065980882,4.20431620939918,4.29365510752963,4.8068022533637,4.19757238590218,4.13052034934392,3.74576527800262,3.88787164397078,4.50779142716114,4.03099284724317,4.41506052111259,4.40641785971417,4.68488014816342,4.22318226147237,5.07644030989014,3.80978399265224
46,4.02116060132317,3.60899884149521,3.7356423831417,4.30143089707486,3.69541047394102,3.49603287833278,3.17533058460843,3.29976077524159,3.91404955020346,3.47585722149654,3.81790051252416,3.79982324460473,4.26414043531815,3.64538158354359,4.49000313167701,3.27359152155306
48,3.44922771111192,2.97467135451924,3.14156264804997,3.74769534422944,3.16226347768861,2.82310402857671,2.57642390021015,2.6831218210769,3.27316734314533,2.89945712246915,3.17243809169273,3.14076646258229,3.80411238661018,3.03444448359264,3.82160808561384,2.73730968735483
50,2.84484005944256,2.29950497441964,2.50953784410349,3.14060375206262,2.59420456733912,2.11122620640282,1.94694869848082,2.03534183655484,2.58420339790627,2.29725571468645,2.47933959066823,2.42693317454379,3.28813226487817,2.3918526830082,3.06765130477543,2.20377372707489
52,2.20683383039792,1.58155844564951,1.83762146537732,2.47520043349127,1.98697470320667,1.35984547795761,1.28479877347195,1.35252376927565,1.84679596926215,1.66318009176276,1.74016536318743,1.65746790350384,2.69796358304005,1.7150529536193,2.23216016896088,1.6682276035174
54,1.53391689310055,0.818773781734335,1.12382005648881,1.74666021180899,1.33614750925162,0.568378497131244,0.588061921277089,0.629693915661207,1.0609543302345,0.99043175451997,0.957487746318141,0.832860641869533,2.0172874406737,0.995979278534759,1.33042643641525,1.11865415991688
56,0.824632731286535,0.00897247531019773,0.366114909785139,0.950397628230535,0.637325540140197,-0.263720663862575,-0.144843714141871,-0.138685746033122,0.226764460136105,0.272446541019484,0.135407777749003,-0.0452657364592113,1.23569952971619,0.222585675726603,0.390699491000282,0.538991110399744
58,0.0773115829943479,-0.850146588637212,-0.437517909070545,0.0822065692826805,-0.113629200442358,-1.13683045990535,-0.915164563606797,-0.957911091600941,-0.655922063782036,-0.496183171397739,-0.719560072243956,-0.974194704817229,0.352792279949829,-0.61653906437301,-0.548049008570657,-0.0874168044717714
60,-0.709995370967428,-1.7610050993655,-1.28909126215098,-0.861546957734493,-0.920319776060275,-2.05096021019823,-1.72398956766793,-1.83200289151245,-1.58771232091224,-1.31896020232587,-1.59761880292203,-1.94974326127027,-0.618053408253678,-1.52624448276772,-1.44331821281686,-0.776162529173987
62,-1.53960432109187,-2.72613467209059,-2.19059627690239,-1.88364716229475,-1.78547389613152,-3.00547556919143,-2.57262931856757,-2.76257901260908,-2.56968883044706,-2.19696683261585,-2.48562238644135,-2.96550549817471,-1.64703986030009,-2.50051374185465,-2.25969397339159,-1.54144490751336
64,-2.41431715740096,-3.74814943303886,-3.14399838421385,-2.98562367351245,-2.71051007857963,-3.99875909088321,-3.46315648560445,-3.74785289752449,-3.60311193268567,-3.12856313761834,-3.36876444011514,-4.01221319747904,-2.68854307111099,-3.52286216006714,-2.97894267195304,-2.39472968948888
66,-3.33758017817024,-4.82968727025902,-4.15123889116532,-4.16716795080245,-3.69497874816128,-5.02782608509866,-4.3989903983541,-4.78211101004484,-4.68874940250658,-4.1092162940833,-4.23445557195813,-5.07815358101608,-3.68802124987058,-4.57312051366238,-3.60609978358228,-3.34050054596838
68,-4.31369784686323,-5.97329396102842,-5.21423611042844,-5.42531896728034,-4.73585839686887,-6.08793396341096,-5.38533013799394,-5.85616403451044,-5.82585350725867,-5.13133355596841,-5.0774006850035,-6.15152422654329,-4.59680923063676,-5.63827377719458,-4.17038591842276,-4.36961425572343
70,-5.34812296537633,-7.18120487403987,-6.33487063199055,-6.75339428019953,-5.82673172541171,-7.1722516627731,-6.42918430049594,-6.95927624321848,-7.01090915083101,-6.18397474037659,-5.9032984422425,-7.22458177708288,-5.3902773617815,-6.71983921746889,-4.72043534906624,-5.45381437025431
72,-6.4478553897232,-8.45494546929336,-7.51492186448019,-8.13973649421275,-6.95697201497153,-8.2716989943457,-7.53872308003531,-8.08270183648829,-8.23640905014259,-7.25243258371963,-6.72846061991241,-8.29766100135435,-6.07855456319363,-7.82996923312347,-5.3132565559553,-6.54713878515185
74,-7.62199914154821,-9.79461608925068,-8.75589196173718,-9.56655974424874,-8.11126068310737,-9.37512162968857,-8.72167239952855,-9.22405123418643,-9.49007689453273,-8.31796852209174,-7.57468423022937,-9.38001137966398,-6.70198723585154,-8.97649660520967,-5.99838568808749,-7.59858904875412
76,-8.8825575931815,-11.1976397271992,-10.058600074426,-11.0095491151549,-9.27000948524141,-10.4700139979062,-9.98245025353926,-10.3906405656764,-10.7551141323646,-9.35846802117206,-8.46124642015978,-10.4854829343826,-7.31479914776448,-10.1470982059492,-6.80084718252727,-8.57207169506144
78,-10.2455972505974,-12.6566363829723,-11.4223427133416,-12.4392716395915,-10.4114143109773,-11.5439842698162,-11.3177492371722,-11.5996345750969,-12.0120314626675,-10.3511338315397,-9.39682184404469,-11.6239686843262,-7.96659333670906,-11.3067017941692,-7.7069500102236,-9.45909453756668
80,-11.732997160949,-14.1560022127941,-12.843285061173,-13.825444249351,-11.5155720256088,-12.5869923071986,-12.7105788356833,-12.8736558206167,-13.2421786444297,-11.2778592578644,-10.373591397747,-12.7920299456281,-8.68761177797889,-12.4168778484895,-8.65932800253707,-10.2729181648714
82,-13.3751417188218,-15.6669470903551,-14.3115915737608,-15.1439581294257,-12.5700348743233,-13.5940424179985,-14.1241620094722,-14.2317551212488,-14.4321010767416,-12.132034623045,-11.365581139457,-13.9673382157534,-9.47860955486976,-13.4673014549391,-9.57320018541192,-11.0309062146809
84,-15.2151006709102,-17.1417930050173,-15.806757984836,-16.3842390521619,-13.574708509216,-14.56758902082,-15.5005163067612,-15.6759719710186,-15.5768233643738,-12.9231517358459,-12.33386415933,-15.1120635702764,-10.3065761064718,-14.4886830631433,-10.3794851083843,-11.7413270414382
86,-17.3148164881431,-18.5112006373856,-17.2911490228419,-17.5528465537147,-14.543416535555,-15.5187034603008,-16.7726139743538,-17.1739923748684,-16.680109564025,-13.6753195552725,-13.2402010279049,-16.1885631192352,-11.1121581948041,-15.5279269020607,-11.0661141050881,-12.4026959562606
88,-19.7616902907053,-19.6921589331607,-18.7039758514527,-18.6706303697757,-15.5007709623295,-16.4663005392035,-17.8950476990305,-18.6436052639766,-17.7511248921678,-14.4189135570913,-14.064638948211,-17.1825493650485,-11.8349637297001,-16.6043256172171,-11.6702844742309,-13.012813027094
90,-22.6568739281257,-20.6135525236886,-19.962828020195,-19.764640717991,-16.4752232759785,-17.4343025413997,-18.8778942092027,-19.9606359125277,-18.7987254626928,-15.1782868140923,-14.8149445379993,-18.1179959335863,-12.447524859739,-17.6817205278763,-12.2270464363136,-13.5797474037365
92,-25.950243446792,-21.2501208153213,-20.9836580138349,-20.8585125503794,-17.4901239823523,-18.4470066980256,-19.7933639335515,-21.0208879139317,-19.8254085823649,-15.9596278385125,-15.5181203857674,-19.0503156929813,-12.9686949026155,-18.6822978292242,-12.7325744016781,-14.1256013061133
94,-28.5301846799725,-21.6366958887255,-21.7195731444029,-21.9642550137462,-18.553569760181,-19.522650862518,-20.7482109942045,-21.8305793545066,-20.8226079554262,-16.7427682532517,-16.1983295032604,-20.041843237767,-13.4405036380193,-19.5455741756627,-13.1591929123829,-14.6765963908555
96,-28.0351648529181,-21.8479735739583,-22.1912661079424,-23.076289844584,-19.6464390090226,-20.6642789826223,-21.8474448755335,-22.5224928602119,-21.7685285967341,-17.4821495691327,-16.8559714256825,-21.1327383608155,-13.8913706756397,-20.2850312105296,-13.5021531372302,-15.2427304965404
98,-25.7228785335308,-21.9641556397951,-22.4777361635544,-24.1679363542829,-20.7095855154271,-21.8464034505707,-23.1677645658376,-23.2749439976959,-22.6297753548693,-18.1236182713114,-17.4620071466846,-22.3117060573117,-14.3184086392752,-20.9736131338878,-13.7994539535192,-15.8021413928593
100,-23.5594873967233,-22.0485179902089,-22.6773324062084,-25.1921518685687,-21.6398739156699,-22.9985682415425,-24.7284628825372,-24.2289670803875,-23.3680146981124,-18.6358646669656,-17.9758169397178,-23.4853528879796,-14.6990418351434,-21.6684307675785,-14.0942046808941,-16.3096333773606
102,-21.8716519573398,-22.1419236500422,-22.8749309412537,-26.090553235104,-22.3177918156857,-23.9987250293187,-26.4234927343985,-25.4442202210062,-23.9512908254356,-19.0359711369291,-18.3810648382797,-24.4698941124299,-15.0186761264112,-22.3465602509425,-14.3786289201582,-16.7331550050483
104,-20.5824634225728,-22.2663241366995,-23.1305239662246,-26.8129275194973,-22.6761535751419,-24.7078721107828,-27.9008530461325,-26.8441170428529,-24.3661178869925,-19.3841335828001,-18.7118790335159,-25.0746815536101,-15.2893839394766,-22.9003839067674,-14.581798706567,-17.0843612092564
106,-19.5947529428122,-22.4301238498233,-23.4817183272467,-27.3397653703564,-22.7565243317635,-25.0577267807017,-28.6207093661179,-28.1092665743442,-24.6242886221956,-19.7508512449627,-19.0420292390882,-25.2708066578901,-15.544302179866,-23.2147588641908,-14.6322021018197,-17.3992200721584
108,-18.8361899657935,-22.6324783853229,-23.9498770356611,-27.6913647984397,-22.6855743126936,-25.1135979586017,-28.4456977797392,-28.7044141507934,-24.761194521663,-20.1825626990547,-19.4450745143912,-25.2312158626766,-15.8180484802513,-23.2845798839522,-14.5484950157255,-17.6808942504848
110,-18.2557123821351,-22.866104940515,-24.5448260367721,-27.9153944653253,-22.6028102899938,-25.0294254814673,-27.8674835119307,-28.4203306204253,-24.8280904830619,-20.6821979926692,-19.953958193737,-25.1762918588417,-16.1339877879156,-23.2420603774031,-14.4505347453798,-17.8696439058661
112,-17.8165364382139,-23.1190523631109,-25.2666289824986,-28.0639500271342,-22.6145108174744,-24.9559319513114,-27.3883515297729,-27.690924578576,-24.8830904584895,-21.2073416411039,-20.5352471808423,-25.2457911289858,-16.5060152215993,-23.2659454160772,-14.4805919022937,-17.8919640387001
114,-17.4910725526393,-23.3760296471801,-26.1039920851886,-28.1761251636455,-22.7879688539347,-24.9938326957631,-27.2456940572144,-27.0207771301771,-24.9836225035729,-21.6899307417204,-21.0879363516177,-25.4825538349407,-16.9465232860799,-23.4949024835603,-14.731750208332,-17.7593433864419
116,-17.2576238292165,-23.6198121493819,-27.0288657501683,-28.2717705121608,-23.162267355838,-25.1927855337471,-27.5097559203172,-26.6504632624514,-25.180195828017,-22.0798088836712,-21.4920175817787,-25.8642512295786,-17.4674704242488,-24.0002920973795,-15.2257942138983,-17.5988223681636
118,-17.0982780951945,-23.8330557269967,-27.9874075191277,-28.3534935868943,-23.7582660412351,-25.5618370235091,-28.1594725948696,-26.6314610438672,-25.5095703954126,-22.3893530103965,-21.7066113030383,-26.345263480148,-18.067827336304,-24.7802122451423,-15.9181729409789,-17.5788661118361
120,-16.9975711228203,-24.0005393706431,-28.8911682976809,-28.4127517733664,-24.581478726908,-26.0732517614811,-29.0561358163921,-26.9059083015288,-25.9839696064799,-22.6982423229681,-21.8259909710524,-26.8995917963321,-18.7121097321922,-25.7398130727991,-16.7146006543587,-17.8302400746774
122,-16.9416688756625,-24.1114642555665,-29.6214016362185,-28.4374450475489,-25.6138916237623,-26.6573489467832,-29.8286071522546,-27.3086633043305,-26.5715327086641,-23.1135178285596,-22.0206074751875,-27.5403736127855,-19.317060653633,-26.6711927761763,-17.5059644887732,-18.4178373591308
124,-16.9179248845725,-24.1611425231893,-30.0651252456367,-28.4191547305588,-26.7875357134908,-27.1974877759225,-29.8920914666409,-27.5525446052334,-27.1666922462067,-23.7200809609718,-22.4373877416576,-28.2749973593017,-19.7740399517334,-27.3210143321092,-18.2207901081565,-19.3358955180914
126,-16.9147267436511,-24.1514555029293,-30.1756996113468,-28.3580750784474,-27.9346193116947,-27.5490452708332,-29.0156405176966,-27.3371086447589,-27.5744487029891,-24.5376117086755,-23.1313743759935,-28.9667341057435,-20.0166757783354,-27.5894580169718,-18.858615685123,-20.4959086974026
128,-16.9215677747925,-24.0899060831438,-30.0019946888829,-28.2641429110985,-28.755010902366,-27.6035017884219,-27.6403737554686,-26.6062102422661,-27.580940032214,-25.4630184218744,-23.9928127810968,-29.1733913069896,-20.0755116241908,-27.6058094130954,-19.4667648635634,-21.7146279373401
130,-16.9292774709193,-23.9876650816766,-29.6507397681189,-28.1544418528178,-28.947035305158,-27.3593792125839,-26.2673907864645,-25.5936331684156,-27.1248135436197,-26.1989467972345,-24.6429503029226,-28.4110763753984,-20.0479802295583,-27.5181358781305,-20.0795521240279,-22.7638286016206
132,-16.9303291135885,-23.8573323423567,-29.226774377766,-28.048577627196,-28.4975566113099,-26.9175245918101,-25.1271571743123,-24.575598533275,-26.3624435828712,-26.3324140451692,-24.5535357011762,-26.8718070661345,-20.0185300158505,-27.2969521176111,-20.6659889460473,-23.5236904455871
134,-16.919129263487,-23.7110504882973,-28.8021543248084,-27.9640923652181,-27.6907462238668,-26.4070467355349,-24.2766975418844,-23.7168861726341,-25.5225366992719,-25.7373770505287,-23.6528674972019,-25.1853972179008,-20.0098360254231,-26.7738512850554,-21.1147418105416,-24.0820825949513
136,-16.8921961036171,-23.5592850051676,-28.415075429209,-27.9131411614968,-26.8193398582046,-25.925915359,-23.706444005869,-23.0819362503133,-24.7685429345355,-24.7388952942979,-22.4331276817938,-23.7561598027102,-19.9862795897727,-25.874684637842,-21.2839969408989,-24.623190829382
138,-16.8481600729654,-23.4102701902842,-28.0797532355035,-27.9005994271494,-26.0445221922757,-25.5274473912703,-23.3849035308999,-22.6804636828452,-24.1777220654948,-23.7208507279914,-21.3392052940554,-22.722261339915,-19.8926343520199,-24.7574523241531,-21.1132434913889,-25.2664011372151
140,-16.7875669293684,-23.2699501013906,-27.7960836515435,-27.9232393308237,-25.4256887639326,-25.2302971804653,-23.2720395983988,-22.4954854055409,-23.7690490260387,-22.8855633221774,-20.5613983869244,-22.1019803722936,-19.7021272769801,-23.6672064915257,-20.6865029408506,-25.9873118589818
142,-16.7125147981688,-23.1422109440725,-27.5563693069475,-27.9696662160742,-24.9719528964937,-25.0312611898544,-23.3211564497719,-22.4946228348037,-23.5282585498894,-22.2949397994059,-20.1463371454258,-21.8689700160574,-19.4396915999056,-22.769237223942,-20.1637200307436,-26.5581537698857
144,-16.626194129455,-23.0292422694273,-27.3495803308701,-28.021071355634,-24.6716193251465,-24.9145750798842,-23.4775420220962,-22.6326710874552,-23.4218168529611,-21.9465291574709,-20.0884702337239,-21.9724174783829,-19.1652100679244,-22.1223786326858,-19.6798047857376,-26.5531799856228
146,-16.5324113869097,-22.9319232858992,-27.1640619192949,-28.053225392921,-24.5051787285695,-24.8580314288187,-23.6783606671705,-22.8513584532171,-23.4047721446654,-21.8138173530613,-20.3675877734049,-22.3321288067012,-18.940409456217,-21.712504080204,-19.308376068636,-25.7070893105909
148,-16.435164761305,-22.8501796669007,-26.9893058928449,-28.0401704626991,-24.4504597404425,-24.83743044304,-23.8575882605555,-23.0814433633165,-23.4277110338637,-21.8630384640984,-20.9609175210059,-22.8246409299309,-18.8085176465388,-21.4836339883912,-19.0742855976353,-24.2994211460077
150,-16.3383136242745,-22.7832884278386,-26.817079403486,-27.959447395312,-24.4845790887584,-24.8303085177993,-23.9579236534221,-23.2520660876871,-23.445534281541,-22.0603032772802,-21.8455378718877,-23.2826315404941,-18.7921741653736,-21.3614066583793,-18.9765503290083,-22.8192498923057
152,-16.2453551769726,-22.7301262696009,-26.6420132634659,-27.7974931482936,-24.5847710469443,-24.8190438332762,-23.9459198210424,-23.3083733681007,-23.4271018889984,-22.3753423058693,-22.9965689411081,-23.5429030275883,-18.9007752993735,-21.2770657090045,-19.0065632117138,-21.570348914914
154,-16.1593002700899,-22.689365079807,-26.4616965578212,-27.5529597509432,-24.7289966508016,-24.7928510089356,-23.8205986036634,-23.2292148844206,-23.3615320232013,-22.7839447022701,-24.3820867977204,-23.5387894292429,-19.1390765726828,-21.1910495634131,-19.1595337295809,-20.6696234935163
156,-16.0826285340057,-22.6596211954063,-26.2763560846762,-27.2363114158963,-24.8966948546761,-24.748142422205,-23.6084402433941,-23.0313957349812,-23.2573071994352,-23.2693188525181,-25.9534471425926,-23.3404677623434,-19.5131759540711,-21.104157874351,-19.4398651164279,-20.1439655122869
158,-16.0172994954757,-22.6395653326507,-26.0882559089502,-26.8660531889966,-25.069740020136,-24.6872362687308,-23.348591047108,-22.7565842186349,-23.1348311062853,-23.8220251578457,-27.6287261845136,-23.0868595125185,-20.0328969367032,-21.0483520850199,-19.8616522319878,-19.9867781852871
160,-15.9647982962764,-22.6279993812867,-25.9009822359366,-26.4636486734898,-25.2334626380582,-24.6160209465777,-23.0784414898289,-22.4516727648605,-23.0170702322567,-24.4383193791301,-29.2705957517206,-22.8977269475346,-20.7110237345325,-21.0656076772792,-20.4460750211063,-20.1811461253891
162,-15.9261990793534,-22.6239053456603,-25.7187620712155,-26.0492595414393,-25.3774620509997,-24.5414656479485,-22.8257628353618,-22.1549021829349,-22.9226152234798,-25.117224084143,-30.6780196588489,-22.8405926214594,-21.5602229807312,-21.1896400425847,-21.2176105737131,-20.7076479040278
164,-15.9022340493578,-22.6264709327421,-25.5459128008184,-25.6393056322893,-25.4959348526722,-24.4696770981868,-22.607112912905,-21.8910443531469,-22.8625428302719,-25.8569567349561,-31.6402680057493,-22.9372029950018,-22.5879100896013,-21.4369141092038,-22.200187444922,-21.5448271742943
166,-15.8933605627772,-22.6350957207553,-25.3864600355357,-25.2457202250156,-25.5873760556491,-24.4047873921449,-22.4295890969085,-21.6724824033914,-22.8402094171961,-26.6513075194205,-32.0630076344904,-23.1779705966433,-23.7879925222058,-21.8046132491575,-23.4129470033958,-22.6640338485256
168,-15.899821959757,-22.6493814611423,-25.2439139809067,-24.8762829772483,-25.6537190387486,-24.3486108456423,-22.2935493476411,-21.5024280025275,-22.8525769851391,-27.4863569580973,-32.0342155604932,-23.5323155754815,-25.127045180994,-22.2714689642631,-24.8635139948997,-24.0170510698913
170,-15.921700209817,-22.6691098039587,-25.1211683095607,-24.5354349809648,-25.6991507890779,-24.300846915296,-22.1951563374154,-21.378201121698,-22.8920728006753,-28.3378643745796,-31.7363265786369,-23.9548222536425,-26.5236748793149,-22.7994884175197,-26.5346530974619,-25.5147729678601
172,-15.9589599741562,-22.6942105329318,-25.0204774874282,-24.2251910268707,-25.7288886715755,-24.2595937071004,-22.1284132919869,-21.2938899620323,-22.9484908376501,-29.1699168805186,-31.3317424090578,-24.3903036363531,-27.8314688649038,-23.3370347519341,-28.3592720919913,-27.0053018493205
174,-16.0114845968529,-22.7247232188236,-24.9434718144227,-23.9459605186346,-25.748136407975,-24.221989778015,-22.0867041045027,-21.2423507035467,-23.0107530525364,-29.9358592794007,-30.9255718977377,-24.7805741454744,-28.8635407141736,-23.8248864179177,-30.1876767440807,-28.2896617688275
176,-16.0791050137825,-22.7607550456809,-24.8911775637018,-23.6972118657325,-25.7613154429377,-24.1848625217445,-22.0639365461273,-21.2166847266292,-23.0684690478462,-30.5825763864928,-30.5772458523458,-25.0736342777915,-29.4922090426662,-24.2059381845569,-31.7882453655903,-29.220008233324
178,-16.1616227570008,-22.802437452768,-24.8640184019467,-23.4779758876192,-25.7715617492744,-24.1453064186723,-22.0553755420734,-21.2113214621227,-23.1132509183648,-31.0581975044242,-30.318758309119,-25.232861501164,-29.7399474041938,-24.4361574502249,-32.9500450697293,-29.8013296605939
180,-16.2588282362419,-22.8498841904901,-24.8617820343552,-23.2872067851834,-25.7804209050942,-24.1011425774388,-22.0582206300685,-21.2227794000903,-23.1397268876755,-31.3214294997495,-30.1668643929948,-25.2422563054477,-29.7269570021864,-24.4921125231809,-33.6046989568275,-30.1259508873325
-180,,,,,,,,,,,,,,,,
-178,,,,,,,,,,,,,,,,
-176,,,,,,,,,,,,,,,,
-174,,,,,,,,,,,,,,,,
-172,,,,,,,,,,,,,,,,
-170,,,,,,,,,,,,,,,,
-168,,,,,,,,,,,,,,,,
-166,,,,,,,,,,,,,,,,
-164,,,,,,,,,,,,,,,,
-162,,,,,,,,,,,,,,,,
-160,,,,,,,,,,,,,,,,
-158,,,,,,,,,,,,,,,,
-156,,,,,,,,,,,,,,,,
-154,,,,,,,,,,,,,,,,
-152,,,,,,,,,,,,,,,,
-150,,,,,,,,,,,,,,,,
-148,,,,,,,,,,,,,,,,
-146,,,,,,,,,,,,,,,,
-144,,,,,,,,,,,,,,,,
-142,,,,,,,,,,,,,,,,
-140,,,,,,,,,,,,,,,,
-138,,,,,,,,,,,,,,,,
-136,,,,,,,,,,,,,,,,
-134,,,,,,,,,,,,,,,,
-132,,,,,,,,,,,,,,,,
-130,,,,,,,,,,,,,,,,
-128,,,,,,,,,,,,,,,,
-126,,,,,,,,,,,,,,,,
-124,,,,,,,,,,,,,,,,
-122,,,,,,,,,,,,,,,,
-120,,,,,,,,,,,,,,,,
-118,,,,,,,,,,,,,,,,
-116,,,,,,,,,,,,,,,,
-114,,,,,,,,,,,,,,,,
-112,,,,,,,,,,,,,,,,
